Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,First Tab Description (product.metafields.custom.first_tab_description),First Tab Title (product.metafields.custom.first_tittle_one),Fourth Tab Description (product.metafields.custom.fourth_tab_description),Fourth Tab Title (product.metafields.custom.fourth_tab_title),Second Tab Description (product.metafields.custom.second_tab_description),Second Tab Descriptions (product.metafields.custom.second_tab_descriptions),Second Tab Title (product.metafields.custom.second_tab_title),Third Tab Description (product.metafields.custom.third_tab_description),Third Tab Title (product.metafields.custom.third_tab_title),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),contact (product.metafields.my_fields.contact),Accessory size (product.metafields.shopify.accessory-size),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Size (product.metafields.shopify.size),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Standard Shipping (product.metafields.standard_fields.shipping),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Included / International,Price / International,Compare At Price / International,Included / united,Price / united,Compare At Price / united,Status
chunky-hand-embroidered-hoops,Chunky Hand Embroidered Hoops,"",Papa Don't Preach ,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Visual Artwork",accessory,"accessory, mto",false,Title,Default Title,,,,,,,,PSS19A23,0.0,,0,continue,manual,7000.00,,true,true,"",,,,false,,,500044,,,,,,,,,,,"This product is exclusively hand crafted using multiple techniques, individually handled at different stages, any irregularities must be taken as an intrinsic part of its natural process<br><br>

No of Pcs: 2<br>
Color : Multi color <br>",Product Information,,,,"The processing timeline is 2-3 weeks from the date of placing the order. The processing timeline for RTS products is 10 days from the date of placing the order.
Sale items may take up to 10 days for dispatch.",Delivery Timeline,,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,draft
cat-nap-cap-copy,Amavasi Ring,"<div style=""text-align: center;"">
<div style=""text-align: center;""><span data-sheets-userformat='{""2"":11261,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":1,""10"":1,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""16"":10}' data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Your everyday Jelly Tote Bag in our 'Driving Me Crazy' Papa print in buttery yellow. Crafted in lilac TPU, with sturdy exterior and handles. &quot;}""></span></div>
<div style=""text-align: center;"">
<span><strong><em></em></strong></span><br>
</div>
<div style=""text-align: center;"">
<br><strong>Disclaimer : The product is made from a digitally printed lilac TPU, which may deteriorate over time.</strong><strong>To avoid peeling or cracking of the print store the bag without folding or bending.</strong>
</div>
<div style=""text-align: center;"">
<strong>The bag should be stored with a bag shaper or the original stuffing provided. </strong><br><br>
</div>
<div style=""text-align: center;"">
<span><strong><em></em></strong></span><br>
</div>
<div style=""text-align: center;"">
<em></em><br>
</div>
<div style=""text-align: center;""><em>This product is exclusively hand crafted using multiple techniques, individually handled at different stages, any irregularities must be taken as an intrinsic part of its natural process.</em></div>
</div>",Papa Don't Preach by Shubhika,Uncategorized,accessory,"hand accesory, jewellery, mto",true,Size,Free Size,,,,,,,,PSS23JHDA04-Free Size,2000.0,,0,continue,manual,6500.00,6500.00,true,true,"",https://cdn.shopify.com/s/files/1/0895/7760/files/PSS23JHDA04_33fb0d4e-c24c-4470-bfa5-41967817740d.jpg?v=1743822529,1,"",false,,,,,,,,,,,,,,"""Our cult favourite, Amavasi ring features a hand-embroidered moon design to symbolise the cyclical nature of life. The ring is completed with glass stones set in a vintage collet and metal embellishments""<br> <br>
  
 

  No of pc: 1 <br>
  Color: Multi color <br>
  Composition: ""Fabric - Artificial organza
Material - Hydra stones, metal components
plating - Gold"".<br>
  Product Code: PSS23JHDA04<br>
",Product Information,"<p>""Please note that RTS products may have minor defects.
No exchanges or refunds are available on any product.""<br>Manufacture and marketed by: &nbsp;WW Papa Don't Preach, &nbsp;104, S.J. House, Sitaram Mill Compound, Lower Parel East, Mumbai, Maharashtra 400012<br>Country of Origin: India</p>",Additional Information,,"The processing time is 14-18 days from the date of placing the order. <br>
  
 

    
  
  
 
",Delivery Timelines,"Each garment from Papa Dont Preach carries the soul of our ancient Indian crafts — hand-dyed, hand-embroidered, and masterfully created by third generation karigars. No two hands are the same, and neither are the pieces they bring to life. The garment you now hold or see is a singular creation, born from a process so unique that it can never be replicated.
<br />

Every subtle variation in color, motif, texture, or detail is a testament to its unique journey demands to be celebrated
<br/>

By owning this piece, you now own an irreplaceable treasure, never will another exist quite like this one. Thank you for embracing the beauty of imperfection and the power of individuality and for supporting the Indian crafts story.
<br/>",Disclaimer,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
amavasi-ring-copy,Lady Ra : Bangle,"<div style=""text-align: center;"">
<div style=""text-align: center;""><span data-sheets-userformat='{""2"":11261,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":1,""10"":1,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""16"":10}' data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Your everyday Jelly Tote Bag in our 'Driving Me Crazy' Papa print in buttery yellow. Crafted in lilac TPU, with sturdy exterior and handles. &quot;}""></span></div>
<div style=""text-align: center;"">
<span><strong><em></em></strong></span><br>
</div>
<div style=""text-align: center;"">
<br><strong>Disclaimer : The product is made from a digitally printed lilac TPU, which may deteriorate over time.</strong><strong>To avoid peeling or cracking of the print store the bag without folding or bending.</strong>
</div>
<div style=""text-align: center;"">
<strong>The bag should be stored with a bag shaper or the original stuffing provided. </strong><br><br>
</div>
<div style=""text-align: center;"">
<span><strong><em></em></strong></span><br>
</div>
<div style=""text-align: center;"">
<em></em><br>
</div>
<div style=""text-align: center;""><em>This product is exclusively hand crafted using multiple techniques, individually handled at different stages, any irregularities must be taken as an intrinsic part of its natural process.</em></div>
</div>",Papa Don't Preach by Shubhika,Uncategorized,accessory,"hand accesory, jewellery, mto",true,Size,Free Size,,,,,,,,PSS22JHDA05-Free Size,2000.0,,0,continue,manual,20500.00,20500.00,true,true,"",https://cdn.shopify.com/s/files/1/0895/7760/files/PSS22JHDA05_1_0ac61efb-41b6-487a-aa15-ebbc929830fe.jpg?v=1743822736,1,"",false,,,,,,,,,,,,,,"A signature Papa Dont Preach handmade brass bangle <br> <br>
  
 

  No of pc: 1 <br>
  Color: Multi color <br>
  Composition: ""Metal - Brass
Plating - 0.5micron Gold Plating"".<br>
  Product Code: PSS22JHDA05<br>
",Product Information,"<p>""Please note that RTS products may have minor defects.
No exchanges or refunds are available on any product.""<br>Manufacture and marketed by: &nbsp;WW Papa Don't Preach, &nbsp;104, S.J. House, Sitaram Mill Compound, Lower Parel East, Mumbai, Maharashtra 400012<br>Country of Origin: India</p>",Additional Information,,"The processing time is 3-4 weeks from the date of placing the order. <br>
  
 

    
  
  
 
",Delivery Timelines,"Each garment from Papa Dont Preach carries the soul of our ancient Indian crafts — hand-dyed, hand-embroidered, and masterfully created by third generation karigars. No two hands are the same, and neither are the pieces they bring to life. The garment you now hold or see is a singular creation, born from a process so unique that it can never be replicated.
<br />

Every subtle variation in color, motif, texture, or detail is a testament to its unique journey demands to be celebrated
<br/>

By owning this piece, you now own an irreplaceable treasure, never will another exist quite like this one. Thank you for embracing the beauty of imperfection and the power of individuality and for supporting the Indian crafts story.
<br/>",Disclaimer,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
amavasi-ring-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0895/7760/files/PSS22JHDA05_7299f4f6-12a0-4c37-9522-54cda85f27da.jpg?v=1743822736,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amavasi-ring-copy-1,Wazowski,"<div style=""text-align: center;"">
<div style=""text-align: center;""><span data-sheets-userformat='{""2"":11261,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":1,""10"":1,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""16"":10}' data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Your everyday Jelly Tote Bag in our 'Driving Me Crazy' Papa print in buttery yellow. Crafted in lilac TPU, with sturdy exterior and handles. &quot;}""></span></div>
<div style=""text-align: center;"">
<span><strong><em></em></strong></span><br>
</div>
<div style=""text-align: center;"">
<br><strong>Disclaimer : The product is made from a digitally printed lilac TPU, which may deteriorate over time.</strong><strong>To avoid peeling or cracking of the print store the bag without folding or bending.</strong>
</div>
<div style=""text-align: center;"">
<strong>The bag should be stored with a bag shaper or the original stuffing provided. </strong><br><br>
</div>
<div style=""text-align: center;"">
<span><strong><em></em></strong></span><br>
</div>
<div style=""text-align: center;"">
<em></em><br>
</div>
<div style=""text-align: center;""><em>This product is exclusively hand crafted using multiple techniques, individually handled at different stages, any irregularities must be taken as an intrinsic part of its natural process.</em></div>
</div>",Papa Don't Preach by Shubhika,Uncategorized,accessory,"accessory, earring, jewellery, mto",true,Size,Free Size,,,,,,,,PAW21JER06-Free Size,2000.0,,0,continue,manual,12500.00,5500.00,true,true,,https://cdn.shopify.com/s/files/1/0895/7760/files/PSS22JHDA03-1_9b548ef0-af4d-4433-b836-66c5ac327c8b.jpg?v=1743823016,1,"",false,,,,,,,,,,,,,,"Inspired by the fantasy of mythical/ fictional creatures, these are hand-embroidered classic double chandbalis. Embellished with evil eyes, enameled drops, and 24karat gold plated metallic embellishments<br> <br>
  
 

  No of pc: 2 <br>
  Color: Multicolor <br>
  Composition:""Fabric - Art. Raw silk
Backing - Suede<br>
Materials - Glass Beads, Enamelled drops, Sequins, Metal Components""<br>
  Product Code: PAW21JER06<br>
",Product Information,"<p>""Please note that RTS products may have minor defects.
No exchanges or refunds are available on any product.""<br>Manufacture and marketed by: &nbsp;WW Papa Don't Preach, &nbsp;104, S.J. House, Sitaram Mill Compound, Lower Parel East, Mumbai, Maharashtra 400012<br>Country of Origin: India</p>",Additional Information,,"The processing time is 14-18 days from the date of placing the order. <br>
  
 

    
  
  
 
",Delivery Timelines,"Each garment from Papa Dont Preach carries the soul of our ancient Indian crafts — hand-dyed, hand-embroidered, and masterfully created by third generation karigars. No two hands are the same, and neither are the pieces they bring to life. The garment you now hold or see is a singular creation, born from a process so unique that it can never be replicated.
<br />

Every subtle variation in color, motif, texture, or detail is a testament to its unique journey demands to be celebrated
<br/>

By owning this piece, you now own an irreplaceable treasure, never will another exist quite like this one. Thank you for embracing the beauty of imperfection and the power of individuality and for supporting the Indian crafts story.
<br/>",Disclaimer,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
amavasi-ring-copy-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0895/7760/files/PSS22JHDA03_3ddc2de2-daae-4bad-800d-d4a6d3562937.jpg?v=1743823016,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hot-gossip-copy,Doll Hearted,"",Papa Don't Preach by Shubhika,Uncategorized,Indian Bridal,"allwomen, babydoll, mto, newarrival, thedollhouse",true,Size,XXS,,,,,,,,2351-XXS,5000.0,shopify,100,continue,manual,64500.00,,true,true,,https://cdn.shopify.com/s/files/1/0895/7760/files/navi_3_b7bc7dfd-04f8-4e3e-99b0-5268d303daed.jpg?v=1744181055,1,"",false,,,,,,,,,,,,,,"A raw-silk short dress with shoulder cap sleeves embroidered with crystals, acrylics, pearls and sequin<br> <br>

Color: Mustard <br>
Product code: 2351 <br>
No of pcs:1 <br>",Product Information,"<p>""Please note that RTS products may have minor defects.
 No exchanges or refunds are available on any product.""<br>Manufacture and marketed by: &nbsp;WW Papa Don't Preach, &nbsp;104, S.J. House, Sitaram Mill Compound, Lower Parel East, Mumbai, Maharashtra 400012<br>Country of Origin: India</p>",Additional Information,,"The processing time is 3-4 weeks from the date of placing the order. <br>
  
 

  
 

  
  
  
 

  
 

  Sale items may take up to 10 days for dispatch. <br> For any Queries or Assistance 
  
 

  
 

  Call or Whatsapp - 9967996897. <br>
  
 

  
 

  Email us at digitalsales@papadontpreach.com",Delivery Timelines,"Each garment from Papa Dont Preach carries the soul of our ancient Indian crafts — hand-dyed, hand-embroidered, and masterfully created by third generation karigars. No two hands are the same, and neither are the pieces they bring to life. The garment you now hold or see is a singular creation, born from a process so unique that it can never be replicated.
 <br />
 

 Every subtle variation in color, motif, texture, or detail is a testament to its unique journey demands to be celebrated
 <br/>
 

 By owning this piece, you now own an irreplaceable treasure, never will another exist quite like this one. Thank you for embracing the beauty of imperfection and the power of individuality and for supporting the Indian crafts story.
 <br/>",Disclaimer,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
hot-gossip-copy,,,,,,,,,XS,,,,,,,,2351-XS,5000.0,shopify,100,continue,manual,64500.00,,true,true,,https://cdn.shopify.com/s/files/1/0895/7760/files/navi2.jpg?v=1744181055,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
hot-gossip-copy,,,,,,,,,S,,,,,,,,2351-S,5000.0,shopify,100,continue,manual,64500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
hot-gossip-copy,,,,,,,,,M,,,,,,,,2351-M,5000.0,shopify,100,continue,manual,64500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
hot-gossip-copy,,,,,,,,,L,,,,,,,,2351-L,5000.0,shopify,100,continue,manual,64500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
hot-gossip-copy,,,,,,,,,XL,,,,,,,,2351-XL,5000.0,shopify,100,continue,manual,64500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
hot-gossip-copy,,,,,,,,,2XL,,,,,,,,2351-2XL,5000.0,shopify,100,continue,manual,64500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
hot-gossip-copy,,,,,,,,,3XL,,,,,,,,2351-3XL,5000.0,shopify,100,continue,manual,64500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
hot-gossip-copy,,,,,,,,,4XL,,,,,,,,2351-4XL,5000.0,shopify,100,continue,manual,64500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
hot-gossip-copy,,,,,,,,,5XL,,,,,,,,2351-5XL,5000.0,shopify,100,continue,manual,64500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
hot-gossip-copy,,,,,,,,,6XL,,,,,,,,2351-6XL,5000.0,shopify,100,continue,manual,64500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
hot-gossip-copy,,,,,,,,,Custom,,,,,,,,2351-Custom,5000.0,shopify,100,continue,manual,64500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
celtic-dupatta,Celtic Dupatta,"",Papa Don't Preach ,Apparel & Accessories > Clothing Accessories > Scarves & Shawls,"","",false,Title,Default Title,,,,,,,,2357,0.0,shopify,-1,deny,manual,25500.00,,true,true,"",,,,false,,,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,draft
lyons-prapulla,Lyons - Prapulla,"",Papa Don't Preach ,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","",false,Title,Default Title,,,,,,,,1478,0.0,shopify,-1,deny,manual,175000.00,,true,true,"",https://cdn.shopify.com/s/files/1/0895/7760/files/unnamed-8.jpg?v=1744362000,1,"",false,,,5388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,draft
silver-mini-spidey-chain-link-crossbody-copy,Rose Gold Mini Spidey Chain-link Crossbody,"<div data-mce-fragment=""1"" style=""text-align: center;"">
<div data-mce-fragment=""1"" style=""text-align: center;""></div>
<div data-mce-fragment=""1"" style=""text-align: center;"">
<em></em> </div>
</div>
<div data-mce-fragment=""1"" style=""text-align: center;"">
<div data-mce-fragment=""1"" style=""text-align: center;""><span data-mce-fragment=""1""><br></span></div>
<div data-mce-fragment=""1"" style=""text-align: center;"">
<div id=""lower-description"" class=""desktop-8 desktop-push-2 tablet-6 mobile-3"">
<div class=""rte"">
<div>
<div><span><em><strong>The process time for the bag is 2-3 weeks from the date of order. </strong></em></span></div>
</div>
</div>
</div>
</div>
</div>",Papa Don't Preach by Shubhika,Apparel & Accessories > Handbag & Wallet Accessories,Spidey Bag,"allbags, bags, mto",true,Size,Free Size,,,,,,,,2353-Free Size,2000.0,shopify,100,deny,manual,29500.00,,true,true,"",https://cdn.shopify.com/s/files/1/0895/7760/files/Rosegoldspideychainlink.jpg?v=1744630797,1,"",false,,,6552,,,,,,,,,,,"A mini gold crossbody spidey bag with pearl and chain-link hangings. <br>

No of pc : 1 <br>
Colour : Rose Gold <br>
Composition : Faux Leather <br>
Product Code :2353  <br>
Size : Spidey diameter - 4  <br>
Inside Bag : Length : 2  <br>
                    Height : 2.25<br>
                    Width : 1 <br>",Product Information,"<p>""Please note that RTS products may have minor defects.
No exchanges or refunds are available on any product.""<br>Manufacture and marketed by: &nbsp;WW Papa Don't Preach, &nbsp;104, S.J. House, Sitaram Mill Compound, Lower Parel East, Mumbai, Maharashtra 400012<br>Country of Origin: India</p>",Additional Information,,"The processing time is 6-8 weeks from the date of placing the order. <br>
 

 

  
 
 

 

  Sale items may take up to 10 days for dispatch. <br> For any Queries or Assistance 
 

 

 Call or Whatsapp - 9967996897. <br>
 

 

 Email us at digitalsales@papadontpreach.com",Delivery Timelines,"Each garment from Papa Dont Preach carries the soul of our ancient Indian crafts — hand-dyed, hand-embroidered, and masterfully created by third generation karigars. No two hands are the same, and neither are the pieces they bring to life. The garment you now hold or see is a singular creation, born from a process so unique that it can never be replicated.
<br />

Every subtle variation in color, motif, texture, or detail is a testament to its unique journey demands to be celebrated
<br/>

By owning this piece, you now own an irreplaceable treasure, never will another exist quite like this one. Thank you for embracing the beauty of imperfection and the power of individuality and for supporting the Indian crafts story.
<br/>",Disclaimer,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
blush-dynasty,BLUSH DYNASTY,"<div style=""text-align: center;"">
<div style=""text-align: center;"">
<div style=""text-align: center;"">
<div style=""text-align: center;"">
<div style=""text-align: center;"">
<div style=""text-align: center;"">
<div style=""text-align: center;"">
<div style=""text-align: center;"">
<div>
<span style=""font-weight: 400;""></span><br>
</div>
<div><br></div>
<div><br></div>
<div><br></div>
<div><br></div>
<div> </div>
<div>
<span color=""#ff00ff"" data-mce-fragment=""1""></span><br>
</div>
<div>
<span color=""#ff00ff"" data-mce-fragment=""1""></span><br>
</div>
<div>
<span color=""#ff00ff"" data-mce-fragment=""1""></span><br>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
<div>
<div>
<div style=""text-align: center;"">
<div style=""text-align: center;"">
<div style=""text-align: center;"">
<div style=""text-align: center;"">
<div style=""text-align: center;"">
<div style=""text-align: center;"">
<div style=""text-align: center;"">
<div style=""text-align: center;"">
<div style=""text-align: center;"">
<div><br></div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
<div>
<div style=""text-align: center;"">
<div style=""text-align: center;"">
<div style=""text-align: center;"">
<div style=""text-align: center;"">
<div style=""text-align: center;"">
<div style=""text-align: center;"">
<div style=""text-align: center;""> </div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
<div style=""text-align: center;""><br></div>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}
--></style>",Papa Don't Preach by Shubhika,Uncategorized,Saree,"allwomen, engagementsaree, lon25, mto, newarrival, Sangeet, saree, thedollhouse",true,Size,XXS,,,,,,,,2214-XXS,7000.0,shopify,100,continue,manual,93500.00,93500.00,true,true,,https://cdn.shopify.com/s/files/1/0895/7760/files/pinkabstractknotsareefront_2fb172f2-154b-4d20-b8a9-f424bdcf96a0.jpg?v=1744895381,1,"",false,,,,,,,,,,,,,,"Lycra printed draped saree paired with a lycra blouse and an attached drape  <br>
 
Color: Pink<br> 
No of pcs: 2 <br>
Composition : Lycra<br>
Product code: 2214<br>

<br>

Please note - the set doesn't include a stitched petticoat . Only petticoat fabric is provided. Incase you would like to get a stitched petticoat with the set.",Product Information,,,,"The processing time is 3-4 weeks from the date of placing the order. <br>
 

 

  
 
 

 

  Sale items may take up to 10 days for dispatch. <br> For any Queries or Assistance 
 

 

 Call or Whatsapp - 9967996897. <br>
 

 

 Email us at digitalsales@papadontpreach.com",Delivery Timelines,"Each garment from Papa Dont Preach carries the soul of our ancient Indian crafts — hand-dyed, hand-embroidered, and masterfully created by third generation karigars. No two hands are the same, and neither are the pieces they bring to life. The garment you now hold or see is a singular creation, born from a process so unique that it can never be replicated.
<br />

Every subtle variation in color, motif, texture, or detail is a testament to its unique journey demands to be celebrated
<br/>

By owning this piece, you now own an irreplaceable treasure, never will another exist quite like this one. Thank you for embracing the beauty of imperfection and the power of individuality and for supporting the Indian crafts story.
<br/>",Disclaimer,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
blush-dynasty,,,,,,,,,XS,,,,,,,,2214-XS,7000.0,shopify,100,continue,manual,93500.00,93500.00,true,true,,https://cdn.shopify.com/s/files/1/0895/7760/files/pinkabstractknotsareeback_d61efa9b-92d7-435d-8ed1-afa11d97a378.jpg?v=1744895381,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
blush-dynasty,,,,,,,,,S,,,,,,,,2214-S,7000.0,shopify,100,continue,manual,93500.00,93500.00,true,true,,https://cdn.shopify.com/s/files/1/0895/7760/files/pinkabstractknotsareeside1_8f3e44c8-8f3d-4135-be22-514686b9db3d.jpg?v=1744895381,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
blush-dynasty,,,,,,,,,M,,,,,,,,2214-M,7000.0,shopify,100,continue,manual,93500.00,93500.00,true,true,,https://cdn.shopify.com/s/files/1/0895/7760/files/pinkabstractknotsareecloseup_71ac42da-5b17-41f7-863c-ffde5f63f8b9.jpg?v=1744895379,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
blush-dynasty,,,,,,,,,L,,,,,,,,2214-L,7000.0,shopify,100,continue,manual,93500.00,93500.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
